,label,tweet
888,love,seluruh hidup dedikasi untuk contoh bahkan saya rela kubur mimpi saya dalam demi juang cita cita nya sayang saya mau dia rasa sulit hidup apa saya lalu
889,sadness,pada hari tiga nyata kalah buah soal rebut harus jawab hasil rebut tim lawan telat pencet bel hilang fokus puluh poin layang tim lawan itu cukup hukum kami untuk gagal laju babak final
890,happy,tanding pak seno biasa keras cuek memyambut hangat kalian tanding hebat pertama kali tim provinsi ada babak pak bangga dengan kalian
891,love,seluruh hidup dedikasi untuk contoh bahkan rela kubur mimpi saya dalam demi juang cita cita nya saya tidak mau dia rasa sulit hidup apa saya lalu itu
892,sadness,nyuruh ignore tp sibuk ngurusin haha sama perempuan kok saling ngejatuhin moga mbak sehat selalu
893,anger,kontol kamu lihat jelek kerut dr jawab twittermu kamu real life ga pernah yg mau ajak ngewe liat mas kalo dapet dm gin kesel marah gak kalo kesel brrt nasib sm mba valen
894,happy,apa cuma gua doang yg ngakak nonton tanya sma ali mochtar ngabalin hahaaa simpul sendiri wkwkk bang karni paling
895,sadness,aku mungkin pikir semua ikhlas sekarang aku sadar pada saat itu kami sama sekali ikhlas
896,happy,jadi sekarang bokap nyokap gue ga ngasih thr gitu buat anak sedia snack coklat kecil bungkus gitu buat bagi mirip halloween amrik gitu lah
897,happy,bahagia jika beli paket segiga nyata saat habis lebih limagiga masih lancar buat internetan mayanlah wkwk eh alhamdulillah
898,sadness,aku sadar kadang sulit ikhlas benar benar yakin harus yg dapat kita benar benar usaha maksimal rasa lebih baik orang yang hasil dapat
899,sadness,nasib thn eh thn nggak lebaran rumah plus lebaran seperti padahal bayang tahun lebaran rumah nyata lebaran kantor
900,anger,karena ngga kuat ngerasa jijik udah digituin aku milih tutup akun marah banget akhir cuman ngomel temen deket singgung sudah jelas tp resiko pake ask fm anon mbacot sakarepe
901,sadness,gagal jadi orang kakak harus bimbing adik saat banyak beri alam hidup orang bagai motivasi mereka hasil bangkit kuat tidak salah siapa salah diri saya sendiri
902,love,seluruh hidup dedikasi untuk contoh bahkan rela kubur mimpi saya dalam demi juang cita cita nya kelak saya tidak mau dia rasa sulit hidup apa saya lalu itu
903,sadness,kalian sadar ada banyak sekali orang bus waktu kemarin tuju istana kalian bahkan ajak nal beda dgn hari hari belum coba pikir juga gugur mereka nikmat jalan kemarin
904,anger,klikbca seringkali susah maksud masuk skrg kalau jawab internet masalah akan bilang omong kosong krn ga masalah buka website
905,anger,fuck lol loe mau jatuhin agnezmo kan ha ha
906,happy,asli pontianak tinggal semarang kak big fan of small towns and old shop neng bgt karna banyak di bandung diary heehehe
907,happy,akhir akhir lagi neng neng nonton foreign filmatau film film non hollywood nyata emang film film asing ga kalah bagus storyline cinematography visual effects dsbnya bener bener banyak anti mainstream
908,love,serah org mau ngatain aku apa saat dia msh jadi malaikat baik kirim hidup akan tetap selalu jadi baik
909,sadness,jd kira lapor yg tulis bahkan institusi internasional tuh padat isi tp nyata ga jg coy isi jg ngaco ga logis data bener tp tafsir engga
910,anger,jadi kalian vote lama karena mau semua serba graris haloo terus kalian pikir bangtan ngadain asupan buat kalian juga gak butuh duit minta serba gratis terus bangtan mau lo kasih makan apa
911,anger,nama leceh kecil apa tetep leceh kalau soal beda takar ukur rasa balikin person nya general dapat soal leceh sama sentuh cara fisik kata
912,anger,kamu jg masuk kak jgn sebut orang kamu nitijen kamu masuk dr bagi dalam bukber in this economy
913,anger,lom lg negara ga transparan soal informasi jadi bikin njlimet ae hidup orang misqin macam aku nih kan mau jurnal bayar harus dihack dulu jurnal kan jadi buat jahat adek bang
914,anger,nama fitnah mbak bukti ko fitnah org korupsi ingat mbk dunia laku sistem tabur tuai mgkin tutup keburu dg fitnah org saya tau smua kok korupsi kerja selubung
915,happy,uda thr an kan coba sekali kl lg mkn warung biasa not resto yg biasa tip ketemu layan nya tua liat kasi kamu selipin rb kmu liat reaksi luarbiasa asa bahagia super sekali rb ga bikij miskin tp arti bnyk utk
916,anger,gak mbak yg hobi carmuk sok pahlawan kebengenan serah dah serah ada masa jatuh tau smua keburu benar saya tdk mau ngurusin urus biar tuhan yang hendak kapan anda akan terima balas
917,anger,rangorang sok suci sok tau gitu hidup inti gin kalo bom pernah nyebur got kalian ga bakal tau dalem got kek gimana sama aja kalian kalo ga mau kenal sama orang beda kalian bakal jadi sok tau
918,anger,inti cari temen mah jangan pilih gitu baik buruk semua dideketin biar tau ini gin ini gitu kalo tau baik buruk cuman kata mah gausah sosialisasi aja sekali kamar ae diem garuk jembut doang
919,fear,jadi macam motivasi gitu ken awas milu bener jadi awas tps awal suara jangan sampe curang pilkada tmarahang rawan banget yah calon tunggal gitu
920,happy,dearest terimakasih selalu sedia tempat hampir tahun mute msh org yg anin cari tiap kali butuh tempat sehat selalu murah rezeki ayo semangat garap ensenang your ahead luvvv
921,happy,mimpi absurd semalem nongkrong depan toko apa tauk makan martabak beneran duduk nongkrong mksdnya tiba tiba disamperin dian sastro minta martabak terus ikut nongkrong ngobrol mungkin gw lupa doa bom tidur
922,happy,tadi pas gym eike keluar mau nimbang timbang tanita nya luar pas ibu eh nnya eike bilang instruktur krna body eike cucok eh langsung donk member ken body kaya gw kwkwkwkww neng dh jadi inspirasi orang
923,happy,beb selamat ulang tahun yaa ayu popo crew aku nunggu wib banget loh semogaa cepat mup on atta btw si clara ngeblock donk url
924,anger,masih mampu beli itu libur dg uang halal mbak buat apasih korupsi uang haram mah tindak demikian pandang org sprti anda anda salah besar mbk and the last everything will come to you in the right moments
925,happy,lah hahahaha namany villa salse tp hotel trs warung gt aku bagus sih kak nyaman gt trs naik atas bird park
926,sadness,bener final putus nya juni dan sy prlu extra hati gunain aplikasi prjalanan hotel maklum dana trbatas nyesek kl ad masalah
927,love,cinta bisa entah bisa aku jaga cara seperti apa bisa aku jaga cara bagaimana
928,anger,hah yg kemarin masalah kasus gitasav kan bukan bagi sexual harrasment gitasav tristan sih udah bener yg masalah kan cara merespon helm those are two different cases kayak banyak yg salah paham kmrn yg kontra sm gitasav case mana
929,sadness,back to maba lyfe jam gin baru pulang kos motor sendiri jalan gelap sepi takut tp berani yallah gin bgt minggu akhir kuliah quat quat quattttt
930,anger,apa salah si mbak dishare ulang postan mu iku grup udh tenggelem jauh kirim poto poto tau sendiri kan gregetan aku tu mbak karo koe
931,sadness,before sakit pas kerja bb naik turun after sakit jadi huft tulang pundak udh liat banget gua heran pipi ngapa gak ikut tirus
932,happy,tahun binatang jadi hitung para minat benih ikan alhamdulillah sekarang lewat nyata tekun ulet kalah segala alami hebat cacing sutra url
933,happy,ramadhan kareem alhamdulilah hasil selesai jeruji kuliah jelas semua mungkin jadi dukung orang tua wkwk kado ultah yg laaaa url
934,fear,mau nanya dong ingat orang yg punya hutang ulang ulang baik gak sih terus di tagih jawabanya gk terus kira neraka no berapa yg pantas buat
935,sadness,ooalaah mata rabun aku baca ayam usir makanya bingung tetott mitsubishi terios yaak kiri terios terios bang ayok terios
936,happy,terima kasih dinporapar kabupaten purbalingga rekan pramuwisata purbalingga telah datang partisipasi acara buka puasa sama hadir sinergi saling isi maju pariwisata url
937,happy,tadi sore ngiler coto gak sempat terus rumah keburu capek lapar tengah malam buka kulkas nemu indomie coto makassar alhamdullilah url
938,anger,ingin marah lampias hati hanya sendiri sini ku tunjuk siapa ada hati kecewa moshing surup maung
939,fear,pisau mata tikam orang dan diri sendiri bahkan dua tikam diri sendiri bisa juga dua tikam orang
940,happy,alhamdulillah yallah makanya jangan kasih kode kalau mah ngode spesifik langsung tag kamu aku kamu aku aku kan pancing
941,sadness,lambai tangan rasa pilu dada kasih sayang tambah pada air mata linang tak asa oleh nanti aku teluk bayur
942,sadness,tadi ngobrol sama media menteri bawa kamera alpha pas tanya harga body only juta bom lensa gw sobat qismin ngangguk ngangguk
943,anger,kalah kalah pamor begini jadi ngomongnya asal njeplak wae lemah orang cipta ujar benci sebar berita hoak tak pantas orang kata tokoh nasional negeri bicara selalu
944,sadness,suka heran sama bapak bapak abang abang yg makan siang rumah makan kerumun orang banyak bulan puasa rasa malu nya itu lho
945,anger,beda goblok via vallen emang dulu doyan goyang seronok tp skg better lah jauh dr kata seronok coba ngubah image nyanyi dangdut umum jg jauh dr sensasi yg negatif kayak kawin cerai main film syur
946,anger,kata bapak reformasi demokrasi negeri ini nyata balik mau aku lebih orang pimpin macam apa tidak yang ambil contoh nya bagai generasi muda tolak
947,happy,hari beda ketemu papas tp sapa sampe pulang org blng antem padahal engga malemnya terima chat yg isi si geblek haha
948,happy,hari banyak banget ajar gue dapet sih sebenernya diingetin buat sekian kali sama beberapa peristiwa hari harus banyak syukur sekali syukur jangan kufur jalanin hidup ensenang ajah jangan bawa ribet
949,anger,buat siapa yg sering bilang kalo mau kena sexual harassment jangan pakai baju sexy pakai bikini please pake bikini sesuai tempat kok ada yg pakai niqab pakai seragam sekolah pakai baju kantor juga jadi korban
950,anger,jadi bos tp ga pny problem solving kok jd gmn gt ga tau akar masalah gmn jd instan semua tar rusak rusak gitu aja teroos
951,happy,si senyum ngeselin yg bikin hepi haha bawa bahagia aja kalau udh liat nih anak perform aja laku yg bikin kangen beneran adek aneh yg ngeselin ngangenin
952,happy,hepibesdey canteeeekk panjang umur jadi pribadi jauh lebih baik moga apa di cita cita wujud langgeng sama
953,anger,sah sah anda fans persija bela main klub favorit persija bapuk jangan liat banget lah soal via vallen simic mikir
954,anger,pak kalo ga punya malu at least ngrasa punya dosa lah takut sama tuhan heee pak jepang koruptor langsung nebas diri sendiri pake samurai korea langsung sujud depan khalayak umum undur diri itu jg gapake lama sini jd
955,sadness,secret admirer mah gitu instagram difollback doi aja langsung bikin umum temen temen padahal mah doi emang orang suka follback siapa follow ampe olshop mungkin difollback url
956,fear,bodoh bgt emang gue telat sadar kalo tutup aurat ya gitu loh bodo mau lo rumah lo sendiri krn aja tamu non mahram dateng tiba sepupu laki dateng
957,anger,iya dm lewat twitter gitu tadi sempet lewat ngeliat sebenernya aja minta hapus foto konser sue kalo ga mau macem jelpi kalo nyuruh tutup sih bodoh sih
958,happy,entah baper apa tbtb ken post hahah so grateful to have known them laku goblok main game ajar kabur ekstrakulikuler hukum guru minjem tugas nyontek makanin temen ngebully ngambek url
959,sadness,kenapa dehhh tulis fav gue ngeluarin buku waktu yg sama gin pusing kan ikut po mana buku ramadhan sale aja blom bayar
960,happy,semua pakai ada pasar bayangkara pasar senggol aku pilih pakai beri guna di beri tetap guna jika di beri saya syukur di guna
961,happy,alhamdulillah akhir makan sahur bareng mbah gugel walo cerewet url
962,happy,jadi happy nya gue tuh justru buat yg simple sesimple ngeliat panah buat nunjukin bensin motor apaansi nama gerak arah full
963,anger,elu punya anak perempuan ngalamin leceh terus anak elu suruh woles ignore aja ciri ciri bakat ibu yg gagal sih tolol url
964,happy,untung aja tadi rapot sama orang tua bisa ajak sharing paham jadi aku aman soal nilai anak hehe malah sempet curcol luar rapotan gapapa lah yaaa ku butuh tenang kutat dgn sop
965,happy,buat gw mandi kalo gak kali hari kayak makan tuh ga afdol gerah lengket aja gitu bawa kalo mandi tidur paling enak buat tidur lebih rileks nyenyak
966,anger,mana yg kuat jaga harga diri mana yg woles harga diri leceh adat timur jangan disamain yg bablas woles dilecehin situ perempuan jadi jadi url
967,happy,saat orang orang rame twitter gw riweh nyiapin nobar piala dunia hari nobar durasi acara jam
968,anger,beres nih aku cari kan siapa tau jatuh da ga mungkin ga gedebuk jatohnya gitu kan aku cari cari cari ga pedahal aku tuh posisi ngga pindah pindah depan kaca aja udah hhhh why sih kesal
969,sadness,parah ini aku tak erti ada fitur sms banking banking okay done btw terimakasih jadi yg sabar hadap diri yg gapteknya gak ketulungan moga alam semesta amin chatmu
970,anger,kasi presiden jujur nolak kasi presiden ga jujur ga humble nolak mau lu apa apa perlu jama orde baru buat biar ngerti lu semua yg bisan ngelu minta presiden ganti
971,sadness,padahal dah tau sendiri tadi bangun tidur tumbang gara semalem bukber isi es semua eh barusan ajar luar yg minum tetep es dong hani memang
972,sadness,iyaa soal efek speak up agam lebih banyak yg jatuhin sih yg aku lihat ini malah makin gerus mental mungkin yg ngatain speak up itu lebay mental mental pe
973,anger,cita cita jadi jongos pola pikir batas bagaimana cara jongos diri dng baik jadi saya kapasitas otak mumpuni unt tampung cara berfikir yg tulis
974,anger,udah mirip ama sodara anjing lu cuuk jancuk hahahaha pribadi bukan golong tagih gih ama orang hahahaha
975,sadness,kalo emg td hari akhir bsa canda sama lu inshaallah gue udh siap buat pisah biar berat jga gaboleh egois moga sukses lo depan
976,sadness,ter oon emang download yang sihhh abis kan gb padahal buat download about time eps sama miss hammburabi eps
977,sadness,bobotoh lucu sih kalo salah cara pakai tau uka si via vallen pernah pakai pakai sexy yg lihat bentuk tubuh
978,happy,ngerasain bahagia yg sederhana gw pribadi ngeliat orang sekitar gw ikut ngerasain bahagia sama lagi gw jalanin orang ga pernah bahagia sih se good vibes ngejalaninnya thanks god
979,happy,gatau asal muasalnya gimana akhir orang yg di gw lontar komentar sangat nada selalu gw amin jadi doa
980,sadness,hari kuliah pas pulang ngeluarin motor dr parkir bengong alhasil lupa bayar parkir selonong ajaaa keingetnya pas uda luar maap bg
981,sadness,aku pernah beri sempat dua lalu slalu akhir sama cara tinggal sama persis dulu sblm kembali nyata lebih baik aku beri sempat dua siapa
982,love,aku iya jelek apa muka si taka foto tetep aja liat kawai nataku tp kalo cowo pasti langsung dlm hati alay bet dah nih cowok
983,anger,darimana mau walikota keluar di bonceng motor traika dateng lokasi bom kalau ga punya jiwa bonek ga mungkin mau kritik dpr mpr tangan jabat dan tubuh bungkuk pd ag
984,sadness,makin jarang temu rapper macam om eminem yg kritis nan epic sama nyinyir jg sih beda tipis seperti alm tupac yg bikin album macem bikin buku sejarah macam om ice cube yg paket jadi aktor bisa
985,anger,trending topic trendy banget pro kontra wajar yg komen yg dilakuin doski cuma caper lebay malah nyalahin nganggep salah joget dangdut ente mungkin cek posisi otak sama pantat barangkali ketuker otak kok isi full of shit
986,happy,benar ga kaget sih krn tahu gw jorge lorenzo pindah ducati honda kabar ngebet banget ken dapetin jorge akhir sampai deh good luck deh buat jago gw
987,love,sederhana aku cinta rumit kau cinta hehe tak apa yakin punya pikir alternatif masing tuju yg sama
988,anger,kesel sekesel kesel soal kas via vallen dia yg berani speak up malah hujat yg ikut hujat sama perempuan sedih rasa kok cewek nyuruh si via vallen diem aja leceh loh dilaporin polisi kalo perlu
989,sadness,innalillahi wainna ilaihi roji un pak undang dasuki salah satu dosen baik pulang semangat bisa tiru siapa kenal
990,sadness,maaf segala khilaf beliau masa hidup beliau pulang bulan baik moga almarhum tempat tempat baik insyaallah khusnul khatimah aamiin
991,sadness,salah sangka hasil buah kekecawaan kecewa pada dasar tak punya alas kuat saat semua situasi kembali clear jadi yang lucu ingat
992,sadness,dulu wa buat pacar isi foto selfie aktivitas pacar tunjang ldr sekarang pacar hilang foto foto ganti sama foto citra orang kerja lapang preview desain
993,sadness,salah sangka hasil buah kecewa kecewa pada dasar tak punya alas kuat saat semua situasi kembali clear jadi yang lucu ingat
994,fear,berlajar prosedur bedah sekali makan sahur ah buka youtube nonton proses bedah dentoalveolar ga sanggup makan nutup laptop udahlah makan aja dulu makan deg deg an
995,anger,kaya gitu terus netijen kalau kasus leceh seksual selalu aja korban yg salah pdhl posisi korban lo sederhana aja ga orang yg mau jadi korban gue respect si sm cara enggak si laku malu sbg ingat jg buat yg
996,anger,mereka didik punya budaya malu kalau perkara kelahi kandang lawan di kandang macan sudah naluri udah nenek moyang
997,sadness,semua hancur ketika dengan buah foto pada akhir aku tidak paham arti foto sebut
998,sadness,dulu wa isi kalimat manis redam penat sembul semangat mood booster sekarang gombal hilang ganti omel versi digital bos suka pedes bikin trauma buka wa
999,sadness,buka puasa cuman minum sama makan goreng trus tengah malam makan bakso cabe rawit sendok makan lebih abis perut langsung lilit
1000,anger,instagram hits hype parah kece lah followers banyak cakep cakep bikin story rajin gilir stok foto abis lari gue ngajak hunting sana sini kan anying lu pikir gengsi bawa mati
1001,anger,please jangan bawa nama anak muda bro kalau debat dg pak tak pakai data nyinyir serasa generasi milenial kurang literatur
1002,anger,ooo kl berisik emamg mending sumpel si kl kntr gw sepi bgt ki jepangnya jg doyan dgrin lagu jd mau mau pk sumpel bosen abis
1003,happy,alhamdulillah listrik nyala saya warga sedang takziah diam almarhum warga yg wafat terima kasih cc username url
1004,happy,satpam komplek emang perhati banget hampir ga pernah nanyain pak pulang ga kala jam atas jam malam motor tak kunjung nangkring teras
1005,happy,jadi inget wktu kecil pas awal ajar sepeda awal dipegangin belakang eh perlahan akhir lepas kayuh sepeda sendiri bisa sendiri sampe detik hehe
1006,anger,bikin surat hilang kan cuma hari habis dateng dukcapil minta dibuatin suket nya usaha dulu dong masak apa udah bilang bulan ngurusnya ga lama kok kalo bener niat hehe
1007,anger,bpip badan beking instruksi presiden gak perlu bpip bina orang bpip sdh super pancasilais tau semua apa yg ucap mereka ketua anggota sdh pancasila mending uang utk efektif guru sekolah
1008,sadness,mata kiri nih selalu kena masalah entah bintit sakit benjol ujung pelipis mata emang udah dari kecil kalau benjol kanan kiri sih rasa tuh siksa butuh buat kerja rodi
1009,anger,nyata paling ganggu telinga malam keluar dr mulut jubir perintah ali mochtar ngabalin perintah representasi tuhan muka bumi makin dekaden nalar demokrasi kalo pandang biar kuasa istana nyata sama aja dg pak tua tuh
1010,happy,mending suruh makan tali kopling apa dapet duit miliar kalo gua mah mending dapet duit miliar enak duit buat beli tali kopling jadi gua makan tali kopling puas
1011,sadness,kabar keluarga madiun gajasdi mudik bekas tiket yg uda beli sekian bulan batal and me gapunyaa tiket mudik madiunnn hehhehee
1012,sadness,gewlaaaaa njir froze her eggs before marrying huhu ndak nikah dulu si mbak malah kira anak calon suami huhu
1013,love,jangan pernah serah ku kan selalu sini sama sayang lawan dunia jangan pernah rendah kau tak pernah sendiri sama sayang darah sama url
1014,anger,trus emang klub lo gak numpang gitu sama pemprov hahaha udah punya stadion pribadi manajemen baya persija mampu sewa gbk knapa lo ribet hahaha jancoook jancook
1015,sadness,sering jadi puasa bukan badan makin kurus malah makin lebar klimaks pas hari raya banyak tanya sekarang gemuk
1016,happy,cringe sekali hahaha cuman mau bilang happy kenal sama lu bro yaa walaupun kurang lebih banyak ketimbang lebih hahaha aku sadar sahabat tidak manis rasa hanya terima lebih url
1017,sadness,rafinha main bola endorse sama saya udah mainin gitar tangan kanan kiri kiri kanan dibeliin gitar baru enggak sama emak url
1018,anger,tangan yg malak trus bilang bonek yg pukul the jak cerita dia pukul bonek yg bela ama ramai jadi ribut lalu teman teman kabar yg lagi bilang kalo bonek serang theja
1019,sadness,kadamg gitu kalo lg kerja kelompok bukan egois ken kelompok sama orang gue yg tau sifat gue gimana bljr gue kek gimana yaaa temenan gue gaenak borr kelompok sama orang rajin ajar gue yg apatuh mah
1020,sadness,minggu asa rahasia kabar lewat angin cemas utus rindu buat temu kamar smith
1021,anger,modal walikota solo bgmn mungkin bs takluk belantara jkrta susul bs takluk nusantara sendiri dukung taipan media sosial mustahil konsekwensidikomando taipan url
1022,anger,bukti beri contoh buat baik kami yg nakal ayo bang do more talk less while leading
1023,love,rasa damai ku lihat mata rasa nyaman kau ada samping kau warna hari buat ceria kini semua sirna kau tinggalkn luka kau pergi bawa paruh jiwa pantas kau tuk ku tangis eeeaaa
1024,anger,dasar mental maling sdh ringkus salam metal maling tetap maling
1025,anger,gub jauh lebih kaco tdk manusiawi mknya pantes dpt pengharhaan tahun penjara bukti url
1026,sadness,spade th baru aja ditemuin tinggal gantung diri aptnya sm bantu pdhl suaminy andy spade jg di dlm apt itu allah bhkn se sukses kate aja gin ngingetin buat lbh bnyk syukur nikmat hidup fix pake katespade to honor her
1027,anger,gak sih situ sekali aja mikir sendiri kalo mau ngerjain tugas gausah sok nanya liat dong punya buat acu aja aku mau ngerjain nih tapi bingung ya situ udah sering kayak gitu jadi ku tau awal cuman alibi
1028,anger,yg jelas kreatif lanjut suka lempar salah kpd jabat belum kpd bawah pintar bicara utama ngeles kalau begini cuci tangan selesai
1029,sadness,omg parah bnr insom blm ngantuk mata gw msh seger aja pikir lg kacau sih kyk gin dah efek pikir lg tegang hawa suntuk kesel kmrn hiiiiks
1030,fear,semua tempat boleh laksana sholat salah satu bangun diri kafir salah satu gereja aku lindung allaah swt goda setan kutuk url
1031,happy,justru bagus ini moga dangdut bisa takluk asia tenggara nya tidak kirim tki dangdut yeay
1032,fear,semua tempat boleh laksana sholat salah satu bangun diri kafir salah satu gereja aku lindung allaah swt goda setan kutuk url
1033,fear,semua tempat boleh laksana sholat salah satu bangun diri kafir salah satu gereja aku lindung allaah swt goda setan kutuk
1034,anger,otak koruptor jelas mungkin berfikir koruptor itu adalah orang yg gila harta mana orang gila berfikir positif
1035,sadness,goblok si nemu wrp jaman dulu dah seduh trs tambah susu coklat dah minun smpe abis iseng liat sachetannya eh pas liat wrpnya dah expired wth are fucking kidding me
1036,anger,lelaki jaga nafsu jaga pandang burung kalian ga bisa atur nyalahin pakai perempuan pake makanya
1037,happy,dulu sahur buka semua udah disiapin sama ibuk sama kakak susu udah siap sekarang udah ganti aku ngurusin anak kakak haru waktu terus jalan
1038,anger,situ tau ga timur tengah sana pakai tutup atas sampe bawah tingkat sexual harassmentnya tinggi tau ga udah bukan soal buka tutup pakai soal iman nafsu ga kalian jaga ga kalia
1039,sadness,jadi mayoritas juga hasil paksa bukan atas ingin sendiri memang benar banyak paksa lihat mayoritas tak mau jadi mayoritas bakal sulit url
1040,anger,smp era an kenal bangsa malu an muncul virus tak tau malu kembang hingga kini tuju jd bangsa yg malu tangkap krn kriminal malah gaya selebritis depan kamera bpip harus mampu basmi virus apakah sudah rasa hasil kerja bpip
1041,sadness,hari hari tidur jam jam terus kayak emang bawa aja ngga tidur cepet ga tau padahal cape gedebugan doang ngga tidur
1042,happy,terus dosenny enak diajakin ngomong terharuu ga sih ngobrolin tesis suruh leyeh dulu malaikat kok turun jadi dosen sih subhnallah url
1043,sadness,dm marco simic pake kata kata senonoh marah aku ngedm udah lama minta kenal aja gapernah balas duh mbak via vallen mah gitu orang huhu
1044,love,hari beberapa jam lalu hening ku sentak bungkam lalu sadar ku aku tengah jatuh hati orang baru ku lihat foto nampaknya masih polos indah mata buat ku senyum sendiri
1045,happy,hehehee pengepo ini alhamdulillah da kabar baik sekali mlika waktu kuliah kok gendut aja sekarang kabar gimana da kabar mindis mindismu baik
1046,love,bunga orang gadis sama beberapa bulan akhir jarang ku rasa lucu aku tak henti jatuh hati pada
1047,happy,hepibesdey mbaak canteeeekk panjang umur sehat selalu mulia jadi pribadi jauh lebih baik tetep tel yee jangan jadi simpenan orang
1048,sadness,ngehe sekale upload video jam malem jam pagi baru kirim pasti server nya tadi tidur terus sekarang bangun buat sahur
1049,fear,semua tempat boleh laksana sholat salah satu bangun diri kafir salah satu gereja aku lindung allaah swt goda setan kutuk https
1050,fear,bener bikin reak balik kanan nang jejeritan waktu rumah mbak trihanggo malem nyuci lanjut jemur samping rumah kayak yg siul padahal gelap pas diamatin buset sugus kain mori nya udah kusem mukaknya hita
1051,fear,aneh banget semalem rokok burhan tinggal dasbor motor trus ga aku apa apain aku taruh trus kan sahur keluar ma iffa motekar eh balik gada rokok aneh banget padahal las parkir dimotekar gada yg deketin motor
1052,fear,semua tempat boleh laksana sholat salah satu bangun diri kafir salah satu gereja aku lindung allaah swt goda setan kutuk url
1053,sadness,minggu bapak tinggal sedikit buat bapak marah sesal blm sempat minta maaf bapak tinggal
1054,happy,lega banget ngelepas rindu sudah sangat dalam yaa walaupun cuma jemput kamu stasiun main cuma rumah aja but for me it been very happy
1055,anger,kok aneh padahal honorer karyawan atur uu tenaga kerja hak dan wajib nya kayak bapak yg satu belum pernah lapang deh monitor sistem kerja masing skpd
1056,anger,mundur buah penghianatan belakang pagar tribun terus suara bangkit semangat main lapang suara
1057,happy,poin artis masa kini wkwk alhamdulillah sehat sibuk ma anak satu sibuk ma suami satu sibuk mau nikah rosa sibuk koreanan haha
1058,sadness,bener bangett dulu awal masuk kerja gaji blm berapa asa ngrasa cukupcukup sj sm butuh sekarang napa kurang aja
1059,anger,beri bunga orang nyinyirin hidup cara paling bahagia pasti bunga sebut sama pot nya kau lempar astagfirullah
1060,anger,gue cewe yg galak sama sama cewe yg goblik pake feeling gak pake otak egois baper lebay semena gak punya empati manja gak pernah mau salah gak responsible bahkan lempar tanggung jawab wait sama cowo yg gt jg sih arti gue emang dasar galak aja wqwqwq
1061,sadness,pacar sama yg kerja sama sift jujur aja lumayan nga ena gue libur berangkat gue berangkat libur sama sama libur abis sift malem capek jadi buat tantang sih kalo ngeliat orang pacar mudah jalan tiap hari alias bacot huhuhu
1062,anger,pray for bla bla bla save bla bla bla emmm doa beneran ga apa cuma pansol taek soksokan iba tp apa ditanyain masalah yg lu iba aja kga tau ooo biar elu bilang org paling care dunia gitu hmm tp klo dunia maya yaaaa taek
1063,love,moga tuhan senantiasa serta langkah jadi hubung makin kuat hadap segala uji hidup ini love you
1064,anger,ribut masalah via vallen kenapa sih gamau nyinyir gua mah jadi orang main sepak bola bla bla bla eh gausa ss kali coba aja klo yg nge dm orang biasa pst ga bakal bla bla bla nyinyir apa bau anyir nying
1065,anger,apa korelasi bulan puasa sama parkir kosong marenmaren aja bikin emoshi tyap hari gegara sulit banget dapet parkir gilir ga bawa mobil kosyoong melomponggggg
1066,happy,baru jadi langsung ganti status facebook pacar kalo putus langsung itu ganti status facebook lajang
1067,anger,makanya tutup aurat mu kalo gak mau leceh pakai wangi wangi bila cium laki laki saja sudah tanggung dosa
1068,anger,pada bege apa ga paham sih kasih peluang ko malah bagi persentase buat lu kurang lah inti gin aja si lu dapet informasi karna lu rajin ini hak lu yg ga rajin biarin aja ga usaha mau cari tau
1069,anger,yaudah lu ignore mba via vallen aja aneh elu bikin perempuan gak berani speak up ama apa yang mereka rasain sama mens tiap bulan nggak punya empati sm sekali
1070,fear,rem jg yg staf nya wan na nge dm in fansite copyright infringement yg actually bener sih tp langsung mati fansite culture
1071,sadness,berita via vallen dapet dm main sepak bola kes goda sexual harassment liat komennya bilang lebay gak di publish hal kek gitu biasa aja parah nyinyir perempuan miris
1072,happy,kmrn lusa waktu break kantin tiba bapak ceo duduk samping cerita life after marriage nya satu unik beliau pesan saya jangan pernah hidup mantan candu narkoba hati thanks god you saved me from the wrong people
1073,anger,apa bentuk leceh tetap leceh halah gitu doang yaelah udah biasa kali sadar gak sih cat calling udah masuk leceh lohh
1074,anger,sama email traveloka terus telfon call center cuman kali karna ga faedah sama sekali trus akhir ak nyepam facebook penuh maki sama garuda eh malemnya dah masuk transfer wqwq gantung maskapai kayak soale sodaraku ref
1075,anger,lebih klo denger sini langsung jengkel sekali mana suara speakernya grebek lengking ganggu sih lebih tepat mah
1076,anger,kptusan pmrintah mmbyr gj thr sambut gmbira pns pensiun amat jgn provokasi presiden bantu rakyat jgn salah cari celah upaya hukum wong bantu rakyat kok impeachment bantu cari solusi jgn ancam url
1077,anger,syarat apa yg benar minta traveloka apa ga beri info lebih detail krn alamat ga sesuai ktp gaji kurang besar muka krg tampan dengan kalimat kurang untung kok kesan jadi kayak undi
1078,sadness,aku membenco hujan sore aku kecewa pergi mentari mulai sinar lenyap kisah kamu
1079,sadness,aku benci hujan sore aku kecewa pergi mentari sinar lenyap kisah kamu
1080,sadness,akhir rasa sendiri terus iya sih gaada yg diharapin masing punya hidup sibuk masing dar utk cerita aja susah sahabat memang susah nyarinya jadi syukur punya sahabat dikalan happy susah mereka selalu sisi
1081,anger,benar kubu sama aja doyan mempolitisir agama kel wiro sableng parah begitu nasib bangsa negara yg tak lewat abad cerah ga bs move on dr agama
